gRNA	KBM7.final
KANK1_p711402	1920
KANSL1L_m211019218	1033
KANSL1L_m211019242	1464
KANSL1L_m211019274	1119
KANSL1L_p211018862	1447
KANSL1L_p211018875	773
KANSL1L_p211019124	275
KANSL1L_p211019130	3252
KANSL1L_p211019222	709
KANSL1L_p211019229	1069
KANSL1L_p211019277	1775
KANSL1_m44249369	942
KANSL1_m44249455	3265
KANSL1_m44249499	751
KANSL1_p44249298	233
KANSL1_p44249307	910
KANSL1_p44249312	933
KANSL1_p44249329	237
KANSL1_p44249361	1146
KANSL1_p44249439	398
KANSL1_p44249470	1670
KANSL2_m49075167	824
KANSL2_m49075212	160
KANSL2_m49075293	134
KANSL2_m49075355	254
KANSL2_m49075378	1192
KANSL2_p49075223	1035
KANSL2_p49075243	2203
KANSL2_p49075320	653
KANSL2_p49075334	957
KANSL2_p49075341	0
KANSL3_m97302740	1435
KANSL3_m97302772	1237
KANSL3_m97302778	610
KANSL3_m97302822	181
KANSL3_m97302862	743
KANSL3_p97302710	373
KANSL3_p97302720	722
KANSL3_p97302725	112
KANSL3_p97302781	485
KANSL3_p97302794	749
KARS_m75674199	522
KARS_m75674207	2238
KARS_m75675498	774
KARS_m75675577	455
KARS_p75674210	52
KARS_p75675465	323
KARS_p75675485	191
KARS_p75675490	2654
KARS_p75675514	815
KARS_p75675548	318
KAT2A_m40273051	644
KAT2A_m40273142	1111
KAT2A_p40273054	1403
KAT2A_p40273060	1908
KAT2A_p40273065	1165
KAT2A_p40273074	2242
KAT2A_p40273212	864
KAT2A_p40273218	421
KAT2A_p40273224	435
KAT2A_p40273301	555
KAT2B_m20082049	1242
KAT2B_m20082123	3223
KAT2B_m20082131	1362
KAT2B_m20082189	2063
KAT2B_p20081963	518
KAT2B_p20082136	2667
KAT2B_p20082143	787
KAT2B_p20082148	460
KAT2B_p20082155	997
KAT2B_p20082163	2541
KAT5_m65479875	36
KAT5_m65479880	170
KAT5_m65480239	215
KAT5_m65480245	148
KAT5_m65480252	0
KAT5_m65480294	167
KAT5_p65479728	91
KAT5_p65479865	303
KAT5_p65479892	1336
KAT5_p65480254	534
KAT6A_m41906240	1402
KAT6A_m41906264	835
KAT6A_m41906325	61
KAT6A_m41906371	233
KAT6A_m41906376	423
KAT6A_m41906405	542
KAT6A_p41906244	362
KAT6A_p41906253	999
KAT6A_p41906394	1191
KAT6A_p41906455	422
KAT6B_m76602636	645
KAT6B_m76602696	158
KAT6B_m76602716	1861
KAT6B_m76602733	107
KAT6B_p76602628	403
KAT6B_p76602698	228
KAT6B_p76602719	943
KAT6B_p76602746	2967
KAT6B_p76602761	1301
KAT6B_p76602792	594
KAT7_m47866202	84
KAT7_m47869341	252
KAT7_m47869362	186
KAT7_m47869368	1040
KAT7_m47869374	1275
KAT7_p47866185	187
KAT7_p47869235	218
KAT7_p47869250	909
KAT7_p47869310	878
KAT7_p47869353	0
KAT8_m31129115	1080
KAT8_m31129155	1065
KAT8_m31129187	92
KAT8_p31128992	284
KAT8_p31129004	58
KAT8_p31129013	181
KAT8_p31129142	2700
KAT8_p31129171	57
KAT8_p31129178	755
KAT8_p31129189	138
KATNA1_m149953961	1038
KATNA1_m149953982	664
KATNA1_m149954045	1463
KATNA1_m149959530	529
KATNA1_m149959594	1317
KATNA1_m149959607	2850
KATNA1_m149959627	1102
KATNA1_p149953947	2264
KATNA1_p149959517	1654
KATNA1_p149959559	1573
KATNB1_m57771166	527
KATNB1_m57771177	2770
KATNB1_m57771186	2827
KATNB1_m57775631	1004
KATNB1_m57775652	443
KATNB1_p57775614	1505
KATNB1_p57775620	400
KATNB1_p57775633	1036
KATNB1_p57775644	638
KATNB1_p57775654	512
KAZN_m15287261	2200
KAZN_m15287287	551
KAZN_m15287305	1535
KAZN_p15287228	2153
KAZN_p15287234	3139
KAZN_p15287240	4242
KAZN_p15287252	802
KAZN_p15287270	1602
KAZN_p15287279	1349
KAZN_p15287293	1040
KCNH1_m211264021	1134
KCNH1_m211280629	2122
KCNH1_m211280681	1218
KCNH1_m211307210	350
KCNH1_m211307218	477
KCNH1_m211307275	1264
KCNH1_m211307280	2166
KCNH1_p211263977	2332
KCNH1_p211276844	201
KCNH1_p211280655	4907
KCNH2_m150649735	2126
KCNH2_m150649756	1794
KCNH2_m150649769	1028
KCNH2_m150649787	3393
KCNH2_m150649930	235
KCNH2_p150649758	340
KCNH2_p150649771	1717
KCNH2_p150649902	1416
KCNH2_p150649910	2002
KCNH2_p150649916	415
KCNIP3_m96040042	1131
KCNIP3_m96040073	647
KCNIP3_m96040104	851
KCNIP3_m96040115	226
KCNIP3_m96040121	1043
KCNIP3_m96040130	985
KCNIP3_p96040053	1576
KCNIP3_p96040133	1066
KCNIP3_p96040585	1544
KCNIP3_p96040591	70
KCTD10_m109907420	3166
KCTD10_m109907490	883
KCTD10_m109907499	2016
KCTD10_m109907511	2514
KCTD10_m109907522	1874
KCTD10_p109907422	4203
KCTD10_p109907428	2237
KCTD10_p109907452	1433
KCTD10_p109907457	1241
KCTD10_p109907471	1084
KCTD11_m7256308	1409
KCTD11_m7256316	1597
KCTD11_m7256358	1822
KCTD11_p7256246	1224
KCTD11_p7256300	1038
KCTD11_p7256322	1152
KCTD11_p7256327	571
KCTD11_p7256332	492
KCTD11_p7256340	570
KCTD11_p7256361	450
KCTD13_m29937170	656
KCTD13_m29937175	1663
KCTD13_m29937211	1454
KCTD13_m29937337	662
KCTD13_m29937344	119
KCTD13_p29937220	812
KCTD13_p29937243	652
KCTD13_p29937249	835
KCTD13_p29937271	1632
KCTD13_p29937276	613
KCTD1_p24039870	1134
KCTD1_p24056470	1198
KCTD1_p24056477	1834
KCTD1_p24081024	1137
KCTD1_p24081031	231
KCTD1_p24081081	1312
KCTD1_p24081086	1728
KCTD1_p24081094	1721
KCTD1_p24081119	2346
KCTD1_p24081129	2518
KCTD5_m2732620	1430
KCTD5_m2732626	329
KCTD5_m2732658	1474
KCTD5_m2732679	1487
KCTD5_m2732689	345
KCTD5_m2732716	254
KCTD5_p2732560	960
KCTD5_p2732565	522
KCTD5_p2732661	384
KCTD5_p2732681	557
KDM1A_m23346163	422
KDM1A_p23346077	1049
KDM1A_p23346085	676
KDM1A_p23346097	957
KDM1A_p23346126	649
KDM1A_p23346133	1536
KDM1A_p23346143	2682
KDM1A_p23346155	71
KDM1A_p23346167	433
KDM1A_p23346175	2159
KDM1B_m18160192	988
KDM1B_m18160205	1903
KDM1B_m18161659	2894
KDM1B_p18160118	4016
KDM1B_p18160175	942
KDM1B_p18160183	288
KDM1B_p18161568	1660
KDM1B_p18161578	3105
KDM1B_p18161600	1930
KDM1B_p18161663	264
KDM2A_m67010501	400
KDM2A_m67010522	567
KDM2A_m67012671	904
KDM2A_m67012680	2101
KDM2A_m67012704	937
KDM2A_m67012716	373
KDM2A_m67012731	1077
KDM2A_m67012737	342
KDM2A_p67010506	1151
KDM2A_p67010525	191
KDM2B_m122016708	2759
KDM2B_m122016714	2918
KDM2B_m122016738	905
KDM2B_m122016769	1292
KDM2B_m122016780	1576
KDM2B_m122016799	2123
KDM2B_m122016808	2638
KDM2B_p122016748	259
KDM2B_p122016814	1052
KDM2B_p122016825	2809
KDM3A_m86669240	1162
KDM3A_p86669164	1559
KDM3A_p86669174	868
KDM3A_p86669184	1134
KDM3A_p86669221	1205
KDM3A_p86669230	1884
KDM3A_p86669246	1686
KDM3A_p86669253	2917
KDM3A_p86669270	1622
KDM3A_p86669276	1042
KDM3B_m137688507	1055
KDM3B_m137688551	441
KDM3B_m137688604	623
KDM3B_m137688632	1605
KDM3B_p137688525	797
KDM3B_p137688537	1605
KDM3B_p137688543	2990
KDM3B_p137688576	1359
KDM3B_p137688606	985
KDM3B_p137688615	1202
KDM4A_m44118876	837
KDM4A_m44118903	338
KDM4A_m44118920	1379
KDM4A_m44121288	1506
KDM4A_m44121298	1427
KDM4A_p44118862	2318
KDM4A_p44118936	766
KDM4A_p44118946	114
KDM4A_p44118951	800
KDM4A_p44118962	1687
KDM4B_m5032960	436
KDM4B_m5032965	119
KDM4B_m5033001	324
KDM4B_m5033022	239
KDM4B_m5033035	760
KDM4B_p5032945	768
KDM4B_p5032975	1067
KDM4B_p5032993	2311
KDM4B_p5033004	56
KDM4B_p5033009	433
KDM4C_m6793001	1578
KDM4C_m6793024	758
KDM4C_m6793043	1440
KDM4C_m6793055	185
KDM4C_m6793068	354
KDM4C_m6793086	1859
KDM4C_p6793035	1486
KDM4C_p6793046	2244
KDM4C_p6793074	2208
KDM4C_p6793098	1029
KDM4D_m94730561	1235
KDM4D_m94730570	3324
KDM4D_m94730605	1400
KDM4D_m94730695	716
KDM4D_p94730535	437
KDM4D_p94730628	543
KDM4D_p94730638	1056
KDM4D_p94730653	4002
KDM4D_p94730658	2545
KDM4D_p94730684	271
KDM5A_m498133	962
KDM5A_m498140	1066
KDM5A_m498150	1180
KDM5A_m498178	1536
KDM5A_m498246	1168
KDM5A_p495069	729
KDM5A_p495108	1169
KDM5A_p498078	3835
KDM5A_p498124	2034
KDM5A_p498165	1039
KDM5B_m202777277	452
KDM5B_m202777396	2197
KDM5B_m202777426	27
KDM5B_p202777301	1879
KDM5B_p202777314	793
KDM5B_p202777322	1096
KDM5B_p202777329	77
KDM5B_p202777347	645
KDM5B_p202777353	358
KDM5B_p202777400	144
KDM5C_m53253950	3405
KDM5C_m53254037	652
KDM5C_m53254064	408
KDM5C_p53253942	694
KDM5C_p53253977	1492
KDM5C_p53253984	1524
KDM5C_p53253994	551
KDM5C_p53254006	873
KDM5C_p53254015	563
KDM5C_p53254025	0
KDM5D_m21905049	2227
KDM5D_m21905065	1245
KDM5D_m21906337	2926
KDM5D_m21906386	3422
KDM5D_m21906412	1575
KDM5D_p21905054	1672
KDM5D_p21906256	515
KDM5D_p21906291	426
KDM5D_p21906326	4130
KDM5D_p21906343	955
KDM6B_m7748903	1757
KDM6B_m7748954	2231
KDM6B_m7748979	3440
KDM6B_m7749001	838
KDM6B_p7748858	2531
KDM6B_p7748865	1566
KDM6B_p7748875	1103
KDM6B_p7748908	1169
KDM6B_p7748983	2368
KDM6B_p7749184	2399
KDM8_m27221443	1557
KDM8_m27221478	811
KDM8_m27221484	1561
KDM8_m27221508	837
KDM8_m27221521	516
KDM8_p27221490	421
KDM8_p27221534	1330
KDM8_p27221557	26
KDM8_p27221596	334
KDM8_p27221601	693
KDR_m55987265	1059
KDR_m55987328	1600
KDR_m55991395	971
KDR_m55991408	1749
KDR_m55991417	504
KDR_m55991427	1445
KDR_m55991441	590
KDR_m55991450	4734
KDR_p55991379	1434
KDR_p55991387	1457
KEAP1_m10610569	916
KEAP1_m10610591	400
KEAP1_m10610635	800
KEAP1_m10610685	3506
KEAP1_p10610535	886
KEAP1_p10610540	976
KEAP1_p10610552	2828
KEAP1_p10610557	196
KEAP1_p10610583	313
KEAP1_p10610688	755
KHDC3L_m74072464	254
KHDC3L_m74072476	1039
KHDC3L_m74072512	3303
KHDC3L_m74072549	235
KHDC3L_m74072556	497
KHDC3L_p74072444	1075
KHDC3L_p74072503	2206
KHDC3L_p74072519	1190
KHDC3L_p74072528	546
KHDC3L_p74072559	1644
KHDRBS1_m32479595	1075
KHDRBS1_m32479617	1183
KHDRBS1_m32479680	1205
KHDRBS1_m32479698	0
KHDRBS1_m32479710	422
KHDRBS1_p32479585	869
KHDRBS1_p32479619	1255
KHDRBS1_p32479629	663
KHDRBS1_p32479637	1252
KHDRBS1_p32479702	598
KHDRBS2_m62757834	845
KHDRBS2_m62757844	1227
KHDRBS2_m62757851	414
KHDRBS2_m62757867	604
KHDRBS2_m62887091	1043
KHDRBS2_m62995804	2346
KHDRBS2_m62995822	927
KHDRBS2_m62995846	1436
KHDRBS2_p62757836	1297
KHDRBS2_p62995809	1108
KHDRBS3_m136470126	868
KHDRBS3_m136470131	237
KHDRBS3_m136470163	2623
KHDRBS3_m136470186	669
KHDRBS3_m136554926	534
KHDRBS3_p136470117	1053
KHDRBS3_p136470135	370
KHDRBS3_p136470165	873
KHDRBS3_p136470175	990
KHDRBS3_p136533537	1130
KHSRP_m6422352	1014
KHSRP_m6424474	774
KHSRP_m6424501	667
KHSRP_m6424518	801
KHSRP_m6424692	586
KHSRP_p6422396	832
KHSRP_p6424460	199
KHSRP_p6424483	695
KHSRP_p6424491	210
KHSRP_p6424505	867
KIAA0020_m2834142	1475
KIAA0020_m2837264	1647
KIAA0020_m2837333	1860
KIAA0020_m2837352	2431
KIAA0020_m2838495	801
KIAA0020_p2837175	1647
KIAA0020_p2837215	1
KIAA0020_p2837229	605
KIAA0020_p2837325	2068
KIAA0020_p2837355	541
KIAA0040_m175130051	890
KIAA0040_m175130063	2153
KIAA0040_m175130087	3410
KIAA0040_p175130021	1415
KIAA0040_p175130031	1424
KIAA0040_p175130043	1466
KIAA0040_p175130070	2192
KIAA0040_p175130077	1339
KIAA0040_p175130110	1511
KIAA0040_p175130128	541
KIAA0100_m26971142	584
KIAA0100_m26971155	379
KIAA0100_m26971168	625
KIAA0100_m26971188	849
KIAA0100_m26972008	600
KIAA0100_m26972049	1035
KIAA0100_p26971159	818
KIAA0100_p26971170	805
KIAA0100_p26971998	491
KIAA0100_p26972035	650
KIAA0101_m64669024	611
KIAA0101_m64669051	527
KIAA0101_m64673158	895
KIAA0101_m64673163	962
KIAA0101_m64673541	3831
KIAA0101_m64673564	222
KIAA0101_p64669054	667
KIAA0101_p64673166	1086
KIAA0101_p64673172	1627
KIAA0101_p64673196	1495
KIAA0141_m141303517	806
KIAA0141_m141303529	1545
KIAA0141_m141304154	252
KIAA0141_m141304168	1674
KIAA0141_m141304173	501
KIAA0141_m141304189	1225
KIAA0141_m141304196	2737
KIAA0141_p141303499	2469
KIAA0141_p141303508	673
KIAA0141_p141304157	1064
KIAA0146_m48192478	499
KIAA0146_m48192483	612
KIAA0146_m48192488	289
KIAA0146_p48192467	1496
KIAA0146_p48192497	1731
KIAA0146_p48192504	1094
KIAA0146_p48192512	3531
KIAA0146_p48192540	464
KIAA0146_p48192546	359
KIAA0146_p48192551	572
KIAA0195_m73467986	1574
KIAA0195_m73481517	2063
KIAA0195_m73481534	1267
KIAA0195_m73481539	1027
KIAA0195_m73481551	343
KIAA0195_p73467976	1662
KIAA0195_p73467988	421
KIAA0195_p73481508	463
KIAA0195_p73481521	709
KIAA0195_p73481543	1896
KIAA0196_m126095454	2533
KIAA0196_m126095475	2998
KIAA0196_m126095487	1518
KIAA0196_m126095988	194
KIAA0196_m126096020	541
KIAA0196_m126096092	1187
KIAA0196_p126096059	732
KIAA0196_p126096073	182
KIAA0196_p126096082	4110
KIAA0196_p126096101	2782
KIAA0226L_m46946530	112
KIAA0226L_m46946564	816
KIAA0226L_m46946573	2325
KIAA0226L_m46946585	828
KIAA0226L_p46946473	1978
KIAA0226L_p46946480	1162
KIAA0226L_p46946492	1251
KIAA0226L_p46946499	3385
KIAA0226L_p46946544	359
KIAA0226L_p46946554	548
KIAA0226_m197431964	757
KIAA0226_m197431998	1853
KIAA0226_m197432030	345
KIAA0226_m197444849	1407
KIAA0226_m197444865	989
KIAA0226_p197431955	1049
KIAA0226_p197432012	1325
KIAA0226_p197432018	47
KIAA0226_p197444834	709
KIAA0226_p197444852	329
KIAA0232_m6826219	800
KIAA0232_m6826246	345
KIAA0232_m6826251	2515
KIAA0232_m6826304	1103
KIAA0232_p6826185	1463
KIAA0232_p6826225	230
KIAA0232_p6826266	1119
KIAA0232_p6826283	1797
KIAA0232_p6826288	880
KIAA0232_p6826309	1572
KIAA0247_m70125317	1203
KIAA0247_m70125333	2352
KIAA0247_m70125343	2480
KIAA0247_m70125361	1348
KIAA0247_m70125383	3530
KIAA0247_m70125398	1006
KIAA0247_p70125335	1648
KIAA0247_p70125345	415
KIAA0247_p70125351	2367
KIAA0247_p70125390	2438
KIAA0319L_m35972648	1459
KIAA0319L_m35972677	3746
KIAA0319L_m35972690	2430
KIAA0319L_m36019952	363
KIAA0319L_m36020014	1262
KIAA0319L_m36020053	172
KIAA0319L_m36020083	216
KIAA0319L_p35972640	349
KIAA0319L_p35972710	678
KIAA0319L_p36020071	20
KIAA0319_m24570206	1709
KIAA0319_m24570239	1095
KIAA0319_m24572804	917
KIAA0319_m24572826	2225
KIAA0319_m24572845	2193
KIAA0319_m24572862	2410
KIAA0319_p24570208	537
KIAA0319_p24570213	1037
KIAA0319_p24570226	2167
KIAA0319_p24572787	230
KIAA0355_m34791377	2653
KIAA0355_m34791431	586
KIAA0355_m34791445	897
KIAA0355_m34791467	1264
KIAA0355_m34791476	488
KIAA0355_m34791483	409
KIAA0355_m34791511	2673
KIAA0355_m34791538	1839
KIAA0355_m34791553	1021
KIAA0355_p34791414	1834
KIAA0368_m114246644	2270
KIAA0368_m114246705	888
KIAA0368_m114246710	1115
KIAA0368_m114246716	572
KIAA0368_m114246737	1032
KIAA0368_m114246783	2755
KIAA0368_m114247016	3798
KIAA0368_p114246668	686
KIAA0368_p114246787	1467
KIAA0368_p114246998	1385
KIAA0391_m35596795	439
KIAA0391_m35649962	589
KIAA0391_m35735960	1238
KIAA0391_m35735985	1602
KIAA0391_m35736017	574
KIAA0391_p35596763	2265
KIAA0391_p35735942	317
KIAA0391_p35735965	1076
KIAA0391_p35735987	2140
KIAA0391_p35736005	26
KIAA0408_m127775021	2548
KIAA0408_m127775032	1537
KIAA0408_m127775080	2369
KIAA0408_m127775087	845
KIAA0408_m127775107	2435
KIAA0408_p127771395	879
KIAA0408_p127771406	137
KIAA0408_p127771469	122
KIAA0408_p127775035	174
KIAA0408_p127775098	2388
KIAA0430_m15730159	2257
KIAA0430_m15730168	1497
KIAA0430_m15733006	1213
KIAA0430_m15733012	2020
KIAA0430_m15733076	3140
KIAA0430_m15733082	1644
KIAA0430_p15732931	1644
KIAA0430_p15732956	711
KIAA0430_p15732992	979
KIAA0430_p15733039	920
KIAA0513_m85100698	1680
KIAA0513_m85100725	985
KIAA0513_m85100763	834
KIAA0513_m85100819	1761
KIAA0513_m85100860	1498
KIAA0513_p85100706	1542
KIAA0513_p85100769	2118
KIAA0513_p85100808	2335
KIAA0513_p85100826	845
KIAA0513_p85100852	1022
KIAA0556_m27585242	823
KIAA0556_m27640012	835
KIAA0556_p27561476	581
KIAA0556_p27585216	282
KIAA0556_p27585230	2651
KIAA0556_p27629735	672
KIAA0556_p27629741	2061
KIAA0556_p27629794	728
KIAA0556_p27629800	419
KIAA0556_p27640014	4161
KIAA0586_m58909523	1630
KIAA0586_m58909572	743
KIAA0586_m58910748	1206
KIAA0586_p58909468	2288
KIAA0586_p58909483	1964
KIAA0586_p58909505	949
KIAA0586_p58909528	64
KIAA0586_p58909576	2335
KIAA0586_p58910709	816
KIAA0586_p58910762	2822
KIAA0753_m6538360	1934
KIAA0753_m6538378	1103
KIAA0753_m6538415	1175
KIAA0753_p6531985	1921
KIAA0753_p6532011	909
KIAA0753_p6532036	408
KIAA0753_p6538327	2130
KIAA0753_p6538350	976
KIAA0753_p6538385	1721
KIAA0753_p6538394	2916
KIAA0754_m39875961	52
KIAA0754_m39876039	731
KIAA0754_p39875950	2844
KIAA0754_p39876002	706
KIAA0754_p39876022	1832
KIAA0754_p39876043	1101
KIAA0754_p39876065	126
KIAA0754_p39876135	853
KIAA0754_p39876144	3624
KIAA0754_p39876194	2101
KIAA0825_m93856567	1090
KIAA0825_m93856579	2643
KIAA0825_m93859715	3151
KIAA0825_m93859752	1178
KIAA0825_m93872758	1897
KIAA0825_m93872766	3048
KIAA0825_m93872824	1437
KIAA0825_p93859731	999
KIAA0825_p93872745	1226
KIAA0825_p93872770	1988
KIAA0895L_m67214203	742
KIAA0895L_m67214292	492
KIAA0895L_m67214498	1504
KIAA0895L_p67214272	1593
KIAA0895L_p67214281	2361
KIAA0895L_p67214298	215
KIAA0895L_p67214402	600
KIAA0895L_p67214416	2778
KIAA0895L_p67214422	2106
KIAA0895L_p67214427	3516
KIAA0895_m36396796	888
KIAA0895_m36396801	241
KIAA0895_m36396870	922
KIAA0895_m36396878	1526
KIAA0895_m36396888	2904
KIAA0895_m36396895	571
KIAA0895_p36396720	535
KIAA0895_p36396728	1680
KIAA0895_p36396811	221
KIAA0895_p36396857	761
KIAA0907_m155903494	1274
KIAA0907_m155903512	717
KIAA0907_m155903520	289
KIAA0907_m155903584	731
KIAA0907_m155903626	931
KIAA0907_m155904128	675
KIAA0907_m155904156	280
KIAA0907_p155903502	1048
KIAA0907_p155903614	546
KIAA0907_p155904117	139
KIAA0922_m154387563	820
KIAA0922_m154387569	1197
KIAA0922_m154387576	1707
KIAA0922_m154387590	1136
KIAA0922_m154387595	435
KIAA0922_m154387635	2066
KIAA0922_p154387578	40
KIAA0922_p154387597	1733
KIAA0922_p154387608	828
KIAA0922_p154387637	1137
KIAA0930_m45607838	993
KIAA0930_m45607845	2308
KIAA0930_m45607855	1137
KIAA0930_m45607877	1462
KIAA0930_m45607931	81
KIAA0930_m45607959	2640
KIAA0930_m45607979	835
KIAA0930_p45607862	1052
KIAA0930_p45607917	1435
KIAA0930_p45607949	1467
KIAA0947_m5423029	331
KIAA0947_m5423061	1186
KIAA0947_m5423078	1313
KIAA0947_m5423101	58
KIAA0947_p5423015	810
KIAA0947_p5423033	752
KIAA0947_p5423040	1001
KIAA0947_p5423045	649
KIAA0947_p5423069	821
KIAA0947_p5440004	3390
KIAA1009_m84925495	2247
KIAA1009_m84925534	907
KIAA1009_m84925583	1494
KIAA1009_m84925633	1340
KIAA1009_m84930805	2713
KIAA1009_m84936056	883
KIAA1009_p84925506	1355
KIAA1009_p84925567	1131
KIAA1009_p84930788	814
KIAA1009_p84936074	169
KIAA1024_m79748499	1299
KIAA1024_m79748514	434
KIAA1024_m79748562	1693
KIAA1024_m79748578	1689
KIAA1024_m79748598	1448
KIAA1024_m79748608	2719
KIAA1024_m79748622	968
KIAA1024_m79748672	880
KIAA1024_p79748482	3053
KIAA1024_p79748521	1556
KIAA1033_m105501601	713
KIAA1033_m105501619	933
KIAA1033_m105504914	75
KIAA1033_m105504921	1109
KIAA1033_m105504959	1804
KIAA1033_p105501608	1877
KIAA1033_p105504927	454
KIAA1033_p105504966	1592
KIAA1033_p105504979	1312
KIAA1033_p105504989	1594
KIAA1045_m34971314	1193
KIAA1045_m34971395	1810
KIAA1045_p34971306	2499
KIAA1045_p34971321	1222
KIAA1045_p34971330	2904
KIAA1045_p34971348	1285
KIAA1045_p34971353	1055
KIAA1045_p34971359	1905
KIAA1045_p34971365	2285
KIAA1045_p34971385	919
KIAA1107_m92634442	1796
KIAA1107_m92634472	1176
KIAA1107_m92634547	1959
KIAA1107_p92633415	2231
KIAA1107_p92633478	1530
KIAA1107_p92633484	322
KIAA1107_p92633514	1004
KIAA1107_p92633520	879
KIAA1107_p92634451	1458
KIAA1107_p92634489	2624
KIAA1109_m123091835	426
KIAA1109_m123091878	3902
KIAA1109_m123091894	2006
KIAA1109_m123094205	499
KIAA1109_p123091791	2612
KIAA1109_p123091866	3573
KIAA1109_p123094220	1094
KIAA1109_p123094228	178
KIAA1109_p123094270	1657
KIAA1109_p123094285	1118
KIAA1147_m141401733	120
KIAA1147_m141401739	1479
KIAA1147_m141401761	2098
KIAA1147_m141401790	1280
KIAA1147_m141401859	1544
KIAA1147_m141401909	1518
KIAA1147_m141401934	2279
KIAA1147_m141401942	2071
KIAA1147_p141401741	648
KIAA1147_p141401881	1956
KIAA1161_p34372782	851
KIAA1161_p34372800	1337
KIAA1161_p34372805	752
KIAA1161_p34372824	2272
KIAA1161_p34372833	572
KIAA1161_p34372839	2248
KIAA1161_p34372867	1215
KIAA1161_p34372874	1099
KIAA1161_p34372906	736
KIAA1161_p34372913	99
KIAA1191_m175779743	598
KIAA1191_m175782575	1021
KIAA1191_m175782618	1772
KIAA1191_m175782668	997
KIAA1191_m175782709	1239
KIAA1191_p175782560	941
KIAA1191_p175782580	1678
KIAA1191_p175782674	1049
KIAA1191_p175782690	378
KIAA1191_p175782695	808
KIAA1199_m81166249	1513
KIAA1199_m81166269	1386
KIAA1199_m81166305	1305
KIAA1199_m81171077	2398
KIAA1199_p81166211	1348
KIAA1199_p81166219	490
KIAA1199_p81166234	1902
KIAA1199_p81166254	1545
KIAA1199_p81166277	1098
KIAA1199_p81171049	1728
KIAA1211L_m99454643	563
KIAA1211L_m99454674	2261
KIAA1211L_m99463209	1259
KIAA1211L_m99463216	1055
KIAA1211L_m99463226	596
KIAA1211L_m99463244	371
KIAA1211L_m99463250	481
KIAA1211L_p99454655	2099
KIAA1211L_p99454662	569
KIAA1211L_p99463233	632
KIAA1211_m57173699	189
KIAA1211_m57173742	2503
KIAA1211_m57173749	1997
KIAA1211_p57164384	48
KIAA1211_p57164460	2734
KIAA1211_p57164472	1510
KIAA1211_p57173687	585
KIAA1211_p57173706	1040
KIAA1211_p57173713	877
KIAA1211_p57173751	1808
KIAA1217_m24508765	2149
KIAA1217_m24508791	1011
KIAA1217_m24508800	1874
KIAA1217_m24669809	2896
KIAA1217_p24508720	2121
KIAA1217_p24508725	2122
KIAA1217_p24508803	2996
KIAA1217_p24508816	2055
KIAA1217_p24669820	1857
KIAA1217_p24669829	763
KIAA1239_m37246698	1160
KIAA1239_m37246729	720
KIAA1239_m37246769	1269
KIAA1239_m37246777	4788
KIAA1239_m37246782	682
KIAA1239_m37246801	1209
KIAA1239_m37246814	2730
KIAA1239_p37246680	1422
KIAA1239_p37246740	84
KIAA1239_p37246751	1688
KIAA1257_m128712023	918
KIAA1257_m128712035	1921
KIAA1257_m128712047	1395
KIAA1257_m128712119	2183
KIAA1257_m128712125	2201
KIAA1257_m128712131	3232
KIAA1257_p128712009	439
KIAA1257_p128712050	1178
KIAA1257_p128712075	1362
KIAA1257_p128712090	1539
KIAA1279_m70748603	828
KIAA1279_m70748629	1445
KIAA1279_m70748672	1140
KIAA1279_m70748684	731
KIAA1279_m70748694	252
KIAA1279_p70748583	415
KIAA1279_p70748590	1541
KIAA1279_p70748608	656
KIAA1279_p70748632	573
KIAA1279_p70748686	591
KIAA1324L_m86571374	1131
KIAA1324L_m86571395	2363
KIAA1324L_m86574272	1240
